ID,Pred
2026_1161_1198,0.52951
2026_1161_1199,0.35508
2026_1161_1200,0.46019
2026_1161_1201,0.44383
2026_1161_1202,0.46245
2026_1161_1203,0.45946
2026_1161_1204,0.67407
2026_1161_1205,0.70345
2026_1161_1206,0.29816
2026_1161_1207,0.29441
2026_1161_1208,0.26605
2026_1161_1209,0.59242
2026_1161_1210,0.43566
2026_1161_1211,0.12399
2026_1161_1212,0.46702
2026_1161_1213,0.30495
2026_1161_1214,0.54029
2026_1161_1217,0.48988
2026_1161_1218,0.48348
2026_1161_1219,0.41597
2026_1161_1220,0.37154
2026_1161_1221,0.65530
2026_1161_1222,0.11987
2026_1161_1223,0.62705
2026_1161_1224,0.43301
2026_1161_1225,0.53844
2026_1161_1226,0.61254
2026_1161_1227,0.32690
2026_1161_1228,0.10157
2026_1161_1229,0.43874
2026_1161_1230,0.73599
2026_1161_1231,0.37044
2026_1161_1232,0.46697
2026_1161_1233,0.54803
2026_1161_1234,0.23849
2026_1161_1235,0.10549
2026_1161_1236,0.59671
2026_1161_1237,0.71855
2026_1161_1238,0.72304
2026_1161_1239,0.65504
2026_1161_1240,0.44261
2026_1161_1241,0.68163
2026_1161_1242,0.16285
2026_1161_1243,0.39979
2026_1161_1244,0.52837
2026_1161_1245,0.67240
2026_1161_1246,0.12176
2026_1161_1247,0.60492
2026_1161_1248,0.65970
2026_1161_1249,0.47330
2026_1161_1250,0.62991
2026_1161_1251,0.53042
2026_1161_1252,0.57096
2026_1161_1253,0.66923
2026_1161_1254,0.52872
2026_1161_1255,0.57259
2026_1161_1256,0.47361
2026_1161_1257,0.17107
2026_1161_1258,0.44540
2026_1161_1259,0.63346
2026_1161_1260,0.61874
2026_1161_1261,0.38265
2026_1161_1262,0.70187
2026_1161_1263,0.48654
2026_1161_1264,0.71743
2026_1161_1265,0.34598
2026_1161_1266,0.40713
2026_1161_1267,0.54626
2026_1161_1268,0.52579
2026_1161_1269,0.60049
2026_1161_1270,0.31453
2026_1161_1271,0.64594
2026_1161_1272,0.53752
2026_1161_1273,0.54508
2026_1161_1274,0.19755
2026_1161_1275,0.45652
2026_1161_1276,0.10223
2026_1161_1277,0.11445
2026_1161_1278,0.43171
2026_1161_1279,0.32072
2026_1161_1280,0.59520
2026_1161_1281,0.36778
2026_1161_1282,0.69145
2026_1161_1283,0.57223
2026_1161_1284,0.49610
2026_1161_1285,0.55057
2026_1161_1286,0.53766
2026_1161_1287,0.60042
2026_1161_1288,0.79670
2026_1161_1290,0.73965
2026_1161_1291,0.52935
2026_1161_1292,0.55937
2026_1161_1293,0.50199
2026_1161_1294,0.70919
2026_1161_1295,0.31323
2026_1161_1296,0.67223
2026_1161_1297,0.54827
2026_1161_1298,0.45111
2026_1161_1299,0.64640
2026_1161_1300,0.75740
2026_1161_1301,0.37546
2026_1161_1303,0.60727
2026_1161_1304,0.18771
2026_1161_1305,0.27612
2026_1161_1306,0.60732
2026_1161_1307,0.25935
2026_1161_1308,0.51632
2026_1161_1309,0.58401
2026_1161_1310,0.69352
2026_1161_1311,0.66056
2026_1161_1312,0.64045
2026_1161_1313,0.58583
2026_1161_1314,0.18672
2026_1161_1315,0.60192
2026_1161_1316,0.74679
2026_1161_1317,0.42012
2026_1161_1318,0.67807
2026_1161_1319,0.70236
2026_1161_1320,0.24099
2026_1161_1321,0.35306
2026_1161_1322,0.65771
2026_1161_1323,0.32184
2026_1161_1324,0.59526
2026_1161_1325,0.70507
2026_1161_1326,0.15474
2026_1161_1328,0.22409
2026_1161_1329,0.47160
2026_1161_1330,0.66873
2026_1161_1331,0.61626
2026_1161_1332,0.36453
2026_1161_1333,0.60411
2026_1161_1334,0.39394
2026_1161_1335,0.50789
2026_1161_1336,0.59545
2026_1161_1337,0.61929
2026_1161_1338,0.49228
2026_1161_1339,0.58096
2026_1161_1340,0.39817
2026_1161_1341,0.73809
2026_1161_1342,0.62799
2026_1161_1343,0.62868
2026_1161_1344,0.41026
2026_1161_1345,0.09927
2026_1161_1346,0.42110
2026_1161_1347,0.66742
2026_1161_1348,0.39176
2026_1161_1349,0.66292
2026_1161_1350,0.42749
2026_1161_1351,0.71878
2026_1161_1352,0.49062
2026_1161_1353,0.40331
2026_1161_1354,0.74896
2026_1161_1355,0.53810
2026_1161_1356,0.44451
2026_1161_1357,0.70109
2026_1161_1358,0.48778
2026_1161_1359,0.71754
2026_1161_1360,0.57562
2026_1161_1361,0.27556
2026_1161_1362,0.45834
2026_1161_1363,0.67319
2026_1161_1364,0.56966
2026_1161_1365,0.20587
2026_1161_1367,0.58373
2026_1161_1368,0.60432
2026_1161_1369,0.50604
2026_1161_1370,0.37875
2026_1161_1371,0.30914
2026_1161_1372,0.41166
2026_1161_1373,0.42705
2026_1161_1374,0.29595
2026_1161_1375,0.49955
2026_1161_1376,0.33405
2026_1161_1377,0.66726
2026_1161_1378,0.23526
2026_1161_1379,0.59880
2026_1161_1380,0.67959
2026_1161_1381,0.71880
2026_1161_1382,0.49344
2026_1161_1384,0.71485
2026_1161_1385,0.15783
2026_1161_1386,0.45574
2026_1161_1387,0.27884
2026_1161_1388,0.14506
2026_1161_1389,0.55750
2026_1161_1390,0.24080
2026_1161_1391,0.71238
2026_1161_1392,0.52421
2026_1161_1393,0.34807
2026_1161_1394,0.43324
2026_1161_1395,0.24247
2026_1161_1396,0.44861
2026_1161_1397,0.15610
2026_1161_1398,0.55456
2026_1161_1399,0.66343
2026_1161_1400,0.32586
2026_1161_1401,0.36966
2026_1161_1402,0.63767
2026_1161_1403,0.15777
2026_1161_1404,0.47237
2026_1161_1405,0.52900
2026_1161_1406,0.43522
2026_1161_1407,0.39412
2026_1161_1408,0.58243
2026_1161_1409,0.45138
2026_1161_1410,0.45526
2026_1161_1411,0.70840
2026_1161_1412,0.48574
2026_1161_1413,0.60105
2026_1161_1414,0.35793
2026_1161_1415,0.67860
2026_1161_1416,0.30020
2026_1161_1417,0.13839
2026_1161_1418,0.61945
2026_1161_1419,0.71677
2026_1161_1420,0.55638
2026_1161_1421,0.49347
2026_1161_1422,0.65819
2026_1161_1423,0.32389
2026_1161_1424,0.48622
2026_1161_1425,0.40234
2026_1161_1426,0.38332
2026_1161_1427,0.74334
2026_1161_1428,0.53926
2026_1161_1429,0.15631
2026_1161_1430,0.39010
2026_1161_1431,0.57898
2026_1161_1433,0.19733
2026_1161_1434,0.54974
2026_1161_1435,0.12435
2026_1161_1436,0.66303
2026_1161_1437,0.27175
2026_1161_1438,0.11662
2026_1161_1439,0.36613
2026_1161_1440,0.68417
2026_1161_1441,0.65258
2026_1161_1442,0.67928
2026_1161_1443,0.51218
2026_1161_1444,0.62781
2026_1161_1447,0.56334
2026_1161_1448,0.37193
2026_1161_1449,0.37093
2026_1161_1450,0.53878
2026_1161_1451,0.62325
2026_1161_1452,0.44915
2026_1161_1453,0.67595
2026_1161_1454,0.60791
2026_1161_1455,0.32756
2026_1161_1456,0.54424
2026_1161_1457,0.61824
2026_1161_1458,0.15913
2026_1161_1459,0.67166
2026_1161_1460,0.49306
2026_1161_1461,0.34358
2026_1161_1462,0.42930
2026_1161_1463,0.39060
2026_1161_1464,0.56252
2026_1161_1465,0.42065
2026_1161_1466,0.69728
2026_1161_1467,0.55699
2026_1161_1468,0.62789
2026_1161_1469,0.60420
2026_1161_1470,0.56658
2026_1161_1471,0.52385
2026_1161_1472,0.44584
2026_1161_1473,0.49764
2026_1161_1474,0.52116
2026_1161_1475,0.65428
2026_1161_1476,0.54278
2026_1161_1477,0.63638
2026_1161_1478,0.72854
2026_1161_1479,0.50061
2026_1161_1480,0.71254
2026_1161_1481,0.56417
2026_1162_1163,0.10727
2026_1162_1164,0.76683
2026_1162_1165,0.43458
2026_1162_1166,0.21565
2026_1162_1167,0.70685
2026_1162_1168,0.41376
2026_1162_1169,0.38982
2026_1162_1170,0.62940
2026_1162_1171,0.53981
2026_1162_1172,0.21739
2026_1162_1173,0.20809
2026_1162_1174,0.59908
2026_1162_1175,0.67273
2026_1162_1176,0.42010
2026_1162_1177,0.27834
2026_1162_1178,0.45919
2026_1162_1179,0.35589
2026_1162_1180,0.38873
2026_1162_1181,0.09977
2026_1162_1182,0.25137
2026_1162_1183,0.64077
2026_1162_1184,0.53235
2026_1162_1185,0.55926
2026_1162_1186,0.44635
2026_1162_1187,0.53139
2026_1162_1188,0.44774
2026_1162_1189,0.43766
2026_1162_1190,0.27580
2026_1162_1191,0.65399
2026_1162_1192,0.75662
2026_1162_1193,0.37332
2026_1162_1194,0.24339
2026_1162_1195,0.40511
2026_1162_1196,0.09481
2026_1162_1197,0.65814
2026_1162_1198,0.43173
2026_1162_1199,0.23908
2026_1162_1200,0.30195
2026_1162_1201,0.32152
2026_1162_1202,0.26653
2026_1162_1203,0.23992
2026_1162_1204,0.41863
2026_1162_1205,0.74687
2026_1162_1206,0.21190
2026_1162_1207,0.21425
2026_1162_1208,0.13678
2026_1162_1209,0.67071
2026_1162_1210,0.39935
2026_1162_1211,0.09750
2026_1162_1212,0.61615
2026_1162_1213,0.19921
2026_1162_1214,0.51492
2026_1162_1217,0.26948
2026_1162_1218,0.28103
2026_1162_1219,0.20604
2026_1162_1220,0.19068
2026_1162_1221,0.70131
2026_1162_1222,0.09998
2026_1162_1223,0.68822
2026_1162_1224,0.38594
2026_1162_1225,0.30015
2026_1162_1226,0.39220
2026_1162_1227,0.23925
2026_1162_1228,0.09474
2026_1162_1229,0.21735
2026_1162_1230,0.61044
2026_1162_1231,0.14254
2026_1162_1232,0.34367
2026_1162_1233,0.48652
2026_1162_1234,0.13542
2026_1162_1235,0.09163
2026_1162_1236,0.45483
2026_1162_1237,0.68086
2026_1162_1238,0.80717
2026_1162_1239,0.71344
2026_1162_1240,0.35771
2026_1162_1241,0.40159
2026_1162_1242,0.11701
2026_1162_1243,0.26460
2026_1162_1244,0.27715
2026_1162_1245,0.36310
2026_1162_1246,0.10004
2026_1162_1247,0.36317
2026_1162_1248,0.73654
2026_1162_1249,0.42860
2026_1162_1250,0.46146
2026_1162_1251,0.33121
2026_1162_1252,0.46917
2026_1162_1253,0.69114
2026_1162_1254,0.39025
2026_1162_1255,0.48314
2026_1162_1256,0.29781
2026_1162_1257,0.11360
2026_1162_1258,0.37541
2026_1162_1259,0.67112
2026_1162_1260,0.41328
2026_1162_1261,0.23598
2026_1162_1262,0.61934
2026_1162_1263,0.61682
2026_1162_1264,0.66943
2026_1162_1265,0.32082
2026_1162_1266,0.22524
2026_1162_1267,0.36632
2026_1162_1268,0.30885
2026_1162_1269,0.52945
2026_1162_1270,0.16281
2026_1162_1271,0.75956
2026_1162_1272,0.37407
2026_1162_1273,0.39585
2026_1162_1274,0.14317
2026_1162_1275,0.23130
2026_1162_1276,0.09852
2026_1162_1277,0.10731
2026_1162_1278,0.23445
2026_1162_1279,0.20650
2026_1162_1280,0.27401
2026_1162_1281,0.21315
2026_1162_1282,0.70466
2026_1162_1283,0.46146
2026_1162_1284,0.27803
2026_1162_1285,0.43852
2026_1162_1286,0.37277
2026_1162_1287,0.40512
2026_1162_1288,0.81874
2026_1162_1290,0.79757
2026_1162_1291,0.51902
2026_1162_1292,0.35238
2026_1162_1293,0.28100
2026_1162_1294,0.38691
2026_1162_1295,0.24414
2026_1162_1296,0.76941
2026_1162_1297,0.40309
2026_1162_1298,0.24639
2026_1162_1299,0.57023
2026_1162_1300,0.78727
2026_1162_1301,0.17635
2026_1162_1303,0.44219
2026_1162_1304,0.11255
2026_1162_1305,0.20000
2026_1162_1306,0.68592
2026_1162_1307,0.15500
2026_1162_1308,0.37806
2026_1162_1309,0.41215
2026_1162_1310,0.74551
2026_1162_1311,0.65230
2026_1162_1312,0.69819
2026_1162_1313,0.74009
2026_1162_1314,0.11592
2026_1162_1315,0.42786
2026_1162_1316,0.66264
2026_1162_1317,0.23483
2026_1162_1318,0.50743
2026_1162_1319,0.70673
2026_1162_1320,0.17775
2026_1162_1321,0.21412
2026_1162_1322,0.69410
2026_1162_1323,0.23119
2026_1162_1324,0.42014
2026_1162_1325,0.44777
2026_1162_1326,0.15686
2026_1162_1328,0.19070
2026_1162_1329,0.25965
2026_1162_1330,0.47291
2026_1162_1331,0.76371
2026_1162_1332,0.22745
2026_1162_1333,0.36434
2026_1162_1334,0.24693
2026_1162_1335,0.30414
2026_1162_1336,0.38439
2026_1162_1337,0.63235
2026_1162_1338,0.22216
2026_1162_1339,0.51400
2026_1162_1340,0.37910
2026_1162_1341,0.63840
2026_1162_1342,0.66083
2026_1162_1343,0.41452
2026_1162_1344,0.23351
2026_1162_1345,0.12113
2026_1162_1346,0.36258
2026_1162_1347,0.45382
2026_1162_1348,0.32260
2026_1162_1349,0.32136
2026_1162_1350,0.36993
2026_1162_1351,0.73012
2026_1162_1352,0.35608
2026_1162_1353,0.22165
2026_1162_1354,0.81929
2026_1162_1355,0.41388
2026_1162_1356,0.29866
2026_1162_1357,0.39658
2026_1162_1358,0.28151
2026_1162_1359,0.38352
2026_1162_1360,0.49074
2026_1162_1361,0.20230
2026_1162_1362,0.26059
2026_1162_1363,0.38747
2026_1162_1364,0.37565
2026_1162_1365,0.18052
2026_1162_1367,0.70779
2026_1162_1368,0.61143
2026_1162_1369,0.39286
2026_1162_1370,0.28743
2026_1162_1371,0.24895
2026_1162_1372,0.25744
2026_1162_1373,0.23738
2026_1162_1374,0.15713
2026_1162_1375,0.41597
2026_1162_1376,0.22618
2026_1162_1377,0.55169
2026_1162_1378,0.14128
2026_1162_1379,0.43470
2026_1162_1380,0.62455
2026_1162_1381,0.66017
2026_1162_1382,0.27297
2026_1162_1384,0.76480
2026_1162_1385,0.10531
2026_1162_1386,0.30823
2026_1162_1387,0.13343
2026_1162_1388,0.12164
2026_1162_1389,0.35876
2026_1162_1390,0.20469
2026_1162_1391,0.69868
2026_1162_1392,0.49365
2026_1162_1393,0.22736
2026_1162_1394,0.38785
2026_1162_1395,0.17148
2026_1162_1396,0.37565
2026_1162_1397,0.11770
2026_1162_1398,0.27818
2026_1162_1399,0.70040
2026_1162_1400,0.19538
2026_1162_1401,0.19190
2026_1162_1402,0.49883
2026_1162_1403,0.10422
2026_1162_1404,0.38241
2026_1162_1405,0.28867
2026_1162_1406,0.23825
2026_1162_1407,0.23479
2026_1162_1408,0.44964
2026_1162_1409,0.24894
2026_1162_1410,0.27974
2026_1162_1411,0.74144
2026_1162_1412,0.27427
2026_1162_1413,0.45319
2026_1162_1414,0.26540
2026_1162_1415,0.59674
2026_1162_1416,0.18033
2026_1162_1417,0.12380
2026_1162_1418,0.47854
2026_1162_1419,0.78417
2026_1162_1420,0.28578
2026_1162_1421,0.41050
2026_1162_1422,0.39647
2026_1162_1423,0.20154
2026_1162_1424,0.24314
2026_1162_1425,0.23385
2026_1162_1426,0.35450
2026_1162_1427,0.74730
2026_1162_1428,0.41701
2026_1162_1429,0.12953
2026_1162_1430,0.23684
2026_1162_1431,0.53037
2026_1162_1433,0.14634
2026_1162_1434,0.27450
2026_1162_1435,0.11097
2026_1162_1436,0.50357
2026_1162_1437,0.16825
2026_1162_1438,0.09659
2026_1162_1439,0.18334
2026_1162_1440,0.70677
2026_1162_1441,0.46550
2026_1162_1442,0.68735
2026_1162_1443,0.36914
2026_1162_1444,0.59998
2026_1162_1447,0.67481
2026_1162_1448,0.19600
2026_1162_1449,0.16123
2026_1162_1450,0.32911
2026_1162_1451,0.43620
2026_1162_1452,0.23273
2026_1162_1453,0.55311
2026_1162_1454,0.56365
2026_1162_1455,0.17432
2026_1162_1456,0.38684
2026_1162_1457,0.31384
2026_1162_1458,0.13896
2026_1162_1459,0.48719
2026_1162_1460,0.26198
2026_1162_1461,0.23701
2026_1162_1462,0.24844
2026_1162_1463,0.24236
2026_1162_1464,0.38542
2026_1162_1465,0.28705
2026_1162_1466,0.75422
2026_1162_1467,0.27648
2026_1162_1468,0.64583
2026_1162_1469,0.38673
2026_1162_1470,0.61319
2026_1162_1471,0.34432
2026_1162_1472,0.27278
2026_1162_1473,0.60050
2026_1162_1474,0.30905
2026_1162_1475,0.65764
2026_1162_1476,0.55660
2026_1162_1477,0.67509
2026_1162_1478,0.64314
2026_1162_1479,0.51225
2026_1162_1480,0.69593
2026_1162_1481,0.73631
2026_1163_1164,0.86242
2026_1163_1165,0.83209
2026_1163_1166,0.81951
2026_1163_1167,0.85037
2026_1163_1168,0.88249
2026_1163_1169,0.89360
2026_1163_1170,0.82662
2026_1163_1171,0.89435
2026_1163_1172,0.86749
2026_1163_1173,0.84028
2026_1163_1174,0.90023
2026_1163_1175,0.88251
2026_1163_1176,0.87469
2026_1163_1177,0.82136
2026_1163_1178,0.87467
2026_1163_1179,0.83475
2026_1163_1180,0.86624
2026_1163_1181,0.20646
2026_1163_1182,0.85709
2026_1163_1183,0.79352
2026_1163_1184,0.89079
2026_1163_1185,0.85111
2026_1163_1186,0.89877
2026_1163_1187,0.87732
2026_1163_1188,0.85229
2026_1163_1189,0.88159
2026_1163_1190,0.85623
2026_1163_1191,0.88573
2026_1163_1192,0.89773
2026_1163_1193,0.89708
2026_1163_1194,0.81025
2026_1163_1195,0.89181
2026_1163_1196,0.42479
2026_1163_1197,0.88766
2026_1163_1198,0.77859
2026_1163_1199,0.84052
2026_1163_1200,0.83096
2026_1163_1201,0.86472
2026_1163_1202,0.89487
2026_1163_1203,0.78404
2026_1163_1204,0.87718
2026_1163_1205,0.87125
2026_1163_1206,0.83747
2026_1163_1207,0.84883
2026_1163_1208,0.70052
2026_1163_1209,0.87305
2026_1163_1210,0.84511
2026_1163_1211,0.49433
2026_1163_1212,0.81328
2026_1163_1213,0.81274
2026_1163_1214,0.88472
2026_1163_1217,0.88423
2026_1163_1218,0.82849
2026_1163_1219,0.81083
2026_1163_1220,0.86220
2026_1163_1221,0.88225
2026_1163_1222,0.38248
2026_1163_1223,0.88235
2026_1163_1224,0.87322
2026_1163_1225,0.82844
2026_1163_1226,0.88069
2026_1163_1227,0.83957
2026_1163_1228,0.30978
2026_1163_1229,0.87477
2026_1163_1230,0.89825
2026_1163_1231,0.82707
2026_1163_1232,0.84528
2026_1163_1233,0.88050
2026_1163_1234,0.64503
2026_1163_1235,0.34890
2026_1163_1236,0.89324
2026_1163_1237,0.86881
2026_1163_1238,0.87305
2026_1163_1239,0.89041
2026_1163_1240,0.86552
2026_1163_1241,0.89969
2026_1163_1242,0.61119
2026_1163_1243,0.81099
2026_1163_1244,0.86447
2026_1163_1245,0.88742
2026_1163_1246,0.56642
2026_1163_1247,0.90058
2026_1163_1248,0.87734
2026_1163_1249,0.82473
2026_1163_1250,0.90257
2026_1163_1251,0.88443
2026_1163_1252,0.87785
2026_1163_1253,0.88240
2026_1163_1254,0.87938
2026_1163_1255,0.88598
2026_1163_1256,0.86270
2026_1163_1257,0.50842
2026_1163_1258,0.84981
2026_1163_1259,0.87362
2026_1163_1260,0.89627
2026_1163_1261,0.78829
2026_1163_1262,0.89117
2026_1163_1263,0.87095
2026_1163_1264,0.86636
2026_1163_1265,0.81478
2026_1163_1266,0.82652
2026_1163_1267,0.88561
2026_1163_1268,0.89131
2026_1163_1269,0.87614
2026_1163_1270,0.82145
2026_1163_1271,0.88942
2026_1163_1272,0.82937
2026_1163_1273,0.87583
2026_1163_1274,0.70523
2026_1163_1275,0.74804
2026_1163_1276,0.26128
2026_1163_1277,0.49110
2026_1163_1278,0.85592
2026_1163_1279,0.80806
2026_1163_1280,0.81400
2026_1163_1281,0.79450
2026_1163_1282,0.87130
2026_1163_1283,0.88113
2026_1163_1284,0.87018
2026_1163_1285,0.86660
2026_1163_1286,0.86203
2026_1163_1287,0.89253
2026_1163_1288,0.87153
2026_1163_1290,0.88156
2026_1163_1291,0.84195
2026_1163_1292,0.89850
2026_1163_1293,0.83662
2026_1163_1294,0.88670
2026_1163_1295,0.87812
2026_1163_1296,0.86371
2026_1163_1297,0.89880
2026_1163_1298,0.88246
2026_1163_1299,0.86902
2026_1163_1300,0.87501
2026_1163_1301,0.71486
2026_1163_1303,0.89211
2026_1163_1304,0.58876
2026_1163_1305,0.84904
2026_1163_1306,0.88242
2026_1163_1307,0.79281
2026_1163_1308,0.85362
2026_1163_1309,0.88449
2026_1163_1310,0.89517
2026_1163_1311,0.87543
2026_1163_1312,0.89094
2026_1163_1313,0.88050
2026_1163_1314,0.62500
2026_1163_1315,0.86306
2026_1163_1316,0.87143
2026_1163_1317,0.83455
2026_1163_1318,0.87659
2026_1163_1319,0.88827
2026_1163_1320,0.83010
2026_1163_1321,0.85523
2026_1163_1322,0.87667
2026_1163_1323,0.83244
2026_1163_1324,0.87329
2026_1163_1325,0.88187
2026_1163_1326,0.61541
2026_1163_1328,0.62856
2026_1163_1329,0.82623
2026_1163_1330,0.86736
2026_1163_1331,0.87401
2026_1163_1332,0.83295
2026_1163_1333,0.89981
2026_1163_1334,0.86545
2026_1163_1335,0.82649
2026_1163_1336,0.88505
2026_1163_1337,0.87037
2026_1163_1338,0.81702
2026_1163_1339,0.88689
2026_1163_1340,0.84301
2026_1163_1341,0.85933
2026_1163_1342,0.88322
2026_1163_1343,0.89272
2026_1163_1344,0.85129
2026_1163_1345,0.29087
2026_1163_1346,0.81605
2026_1163_1347,0.88201
2026_1163_1348,0.86932
2026_1163_1349,0.88785
2026_1163_1350,0.87857
2026_1163_1351,0.88270
2026_1163_1352,0.89495
2026_1163_1353,0.81924
2026_1163_1354,0.88472
2026_1163_1355,0.88651
2026_1163_1356,0.79052
2026_1163_1357,0.88996
2026_1163_1358,0.84021
2026_1163_1359,0.90456
2026_1163_1360,0.84998
2026_1163_1361,0.71719
2026_1163_1362,0.79645
2026_1163_1363,0.86193
2026_1163_1364,0.89210
2026_1163_1365,0.68822
2026_1163_1367,0.88522
2026_1163_1368,0.85616
2026_1163_1369,0.85194
2026_1163_1370,0.77688
2026_1163_1371,0.68636
2026_1163_1372,0.84677
2026_1163_1373,0.88883
2026_1163_1374,0.77144
2026_1163_1375,0.86202
2026_1163_1376,0.79983
2026_1163_1377,0.87266
2026_1163_1378,0.57580
2026_1163_1379,0.89569
2026_1163_1380,0.86098
2026_1163_1381,0.87473
2026_1163_1382,0.88375
2026_1163_1384,0.88323
2026_1163_1385,0.47490
2026_1163_1386,0.86073
2026_1163_1387,0.66034
2026_1163_1388,0.53327
2026_1163_1389,0.84119
2026_1163_1390,0.85351
2026_1163_1391,0.89028
2026_1163_1392,0.88919
2026_1163_1393,0.84996
2026_1163_1394,0.88137
2026_1163_1395,0.75149
2026_1163_1396,0.87259
2026_1163_1397,0.53573
2026_1163_1398,0.85698
2026_1163_1399,0.89167
2026_1163_1400,0.72329
2026_1163_1401,0.73637
2026_1163_1402,0.89221
2026_1163_1403,0.57840
2026_1163_1404,0.87309
2026_1163_1405,0.88443
2026_1163_1406,0.87421
2026_1163_1407,0.87881
2026_1163_1408,0.87961
2026_1163_1409,0.77776
2026_1163_1410,0.89074
2026_1163_1411,0.89014
2026_1163_1412,0.84717
2026_1163_1413,0.84861
2026_1163_1414,0.75145
2026_1163_1415,0.88584
2026_1163_1416,0.66234
2026_1163_1417,0.61471
2026_1163_1418,0.88871
2026_1163_1419,0.86587
2026_1163_1420,0.88096
2026_1163_1421,0.89020
2026_1163_1422,0.89418
2026_1163_1423,0.85212
2026_1163_1424,0.87498
2026_1163_1425,0.84580
2026_1163_1426,0.85135
2026_1163_1427,0.88563
2026_1163_1428,0.88056
2026_1163_1429,0.56634
2026_1163_1430,0.86566
2026_1163_1431,0.86248
2026_1163_1433,0.61694
2026_1163_1434,0.86027
2026_1163_1435,0.44901
2026_1163_1436,0.89812
2026_1163_1437,0.69924
2026_1163_1438,0.49627
2026_1163_1439,0.79709
2026_1163_1440,0.88228
2026_1163_1441,0.89247
2026_1163_1442,0.84985
2026_1163_1443,0.84115
2026_1163_1444,0.87587
2026_1163_1447,0.88867
2026_1163_1448,0.82885
2026_1163_1449,0.81673
2026_1163_1450,0.89527
2026_1163_1451,0.86477
2026_1163_1452,0.81429
2026_1163_1453,0.88809
2026_1163_1454,0.86246
2026_1163_1455,0.71709
2026_1163_1456,0.88269
2026_1163_1457,0.81730
2026_1163_1458,0.51753
2026_1163_1459,0.88769
2026_1163_1460,0.87980
2026_1163_1461,0.85652
2026_1163_1462,0.86850
2026_1163_1463,0.80395
2026_1163_1464,0.89130
2026_1163_1465,0.87226
2026_1163_1466,0.86979
2026_1163_1467,0.88124
2026_1163_1468,0.87111
2026_1163_1469,0.89835
2026_1163_1470,0.87975
2026_1163_1471,0.88212
2026_1163_1472,0.84288
2026_1163_1473,0.80619
2026_1163_1474,0.87463
2026_1163_1475,0.86832
2026_1163_1476,0.86034
2026_1163_1477,0.88569
2026_1163_1478,0.87365
2026_1163_1479,0.86231
2026_1163_1480,0.88018
2026_1163_1481,0.88553
2026_1164_1165,0.22971
2026_1164_1166,0.16507
2026_1164_1167,0.41366
2026_1164_1168,0.25940
2026_1164_1169,0.25316
2026_1164_1170,0.27292
2026_1164_1171,0.22721
2026_1164_1172,0.17297
2026_1164_1173,0.17213
2026_1164_1174,0.25336
2026_1164_1175,0.46298
2026_1164_1176,0.27042
2026_1164_1177,0.18690
2026_1164_1178,0.25971
2026_1164_1179,0.18107
2026_1164_1180,0.21298
2026_1164_1181,0.10440
2026_1164_1182,0.16831
2026_1164_1183,0.23626
2026_1164_1184,0.24156
2026_1164_1185,0.20988
2026_1164_1186,0.20697
2026_1164_1187,0.26410
2026_1164_1188,0.22884
2026_1164_1189,0.18760
2026_1164_1190,0.17356
2026_1164_1191,0.22955
2026_1164_1192,0.26442
2026_1164_1193,0.26922
2026_1164_1194,0.13953
2026_1164_1195,0.26065
2026_1164_1196,0.12333
2026_1164_1197,0.27593
2026_1164_1198,0.17044
2026_1164_1199,0.20577
2026_1164_1200,0.21240
2026_1164_1201,0.17623
2026_1164_1202,0.17579
2026_1164_1203,0.24178
2026_1164_1204,0.22107
2026_1164_1205,0.49245
2026_1164_1206,0.14277
2026_1164_1207,0.16181
2026_1164_1208,0.14823
2026_1164_1209,0.23482
2026_1164_1210,0.15356
2026_1164_1211,0.11214
2026_1164_1212,0.23217
2026_1164_1213,0.17476
2026_1164_1214,0.32214
2026_1164_1217,0.22083
2026_1164_1218,0.18716
2026_1164_1219,0.15749
2026_1164_1220,0.15381
2026_1164_1221,0.33554
2026_1164_1222,0.11452
2026_1164_1223,0.26505
2026_1164_1224,0.26710
2026_1164_1225,0.19779
2026_1164_1226,0.19558
2026_1164_1227,0.15801
2026_1164_1228,0.10483
2026_1164_1229,0.21913
2026_1164_1230,0.25295
2026_1164_1231,0.14309
2026_1164_1232,0.18383
2026_1164_1233,0.21225
2026_1164_1234,0.14027
2026_1164_1235,0.12800
2026_1164_1236,0.26677
2026_1164_1237,0.45817
2026_1164_1238,0.28384
2026_1164_1239,0.23134
2026_1164_1240,0.16735
2026_1164_1241,0.18994
2026_1164_1242,0.12929
2026_1164_1243,0.22350
2026_1164_1244,0.15589
2026_1164_1245,0.22800
2026_1164_1246,0.13895
2026_1164_1247,0.22025
2026_1164_1248,0.27375
2026_1164_1249,0.17750
2026_1164_1250,0.28151
2026_1164_1251,0.18358
2026_1164_1252,0.32220
2026_1164_1253,0.22648
2026_1164_1254,0.20050
2026_1164_1255,0.22452
2026_1164_1256,0.19287
2026_1164_1257,0.16109
2026_1164_1258,0.19774
2026_1164_1259,0.20210
2026_1164_1260,0.23531
2026_1164_1261,0.21623
2026_1164_1262,0.25710
2026_1164_1263,0.21140
2026_1164_1264,0.35442
2026_1164_1265,0.18728
2026_1164_1266,0.19067
2026_1164_1267,0.23482
2026_1164_1268,0.28254
2026_1164_1269,0.20334
2026_1164_1270,0.15732
2026_1164_1271,0.46509
2026_1164_1272,0.15463
2026_1164_1273,0.26326
2026_1164_1274,0.14515
